order_number,order_datetime,customer_id,product_id,unit_price,quantity
317568930,2019-08-25 09:20:36,67095482,AVpfCW42ilAPnD_xTj0y,98,4
317568931,2019-08-25 09:22:59,46949990,AVz5wc0H-jtxr-f30F6_,993,1
317568931,2019-08-25 09:22:59,46949990,AVpfdBS41cnluZ0-lBIj,293,1
317568931,2019-08-25 09:22:59,46949990,AVpe6jFBilAPnD_xQxO2,618,1
317568932,2019-08-25 10:12:37,18222083,AVpjedgc1cnluZ0-W4NI,239,3
317568933,2019-08-25 13:27:57,16563597,AVpfX03ALJeJML438DC6,75,1
317568933,2019-08-25 13:27:57,16563597,AVpfFAfQilAPnD_xUdv6,529,1
317568933,2019-08-25 13:27:57,16563597,AV1YFjNZglJLPUi8IGc8,1768,5
317568933,2019-08-25 13:28:08,16563597,AVpfX03ALJeJML438DC6,75,1
317568933,2019-08-25 13:28:08,16563597,AVpfFAfQilAPnD_xUdv6,529,1
317568933,2019-08-25 13:28:08,16563597,AV1YFjNZglJLPUi8IGc8,1768,5
317568933,2019-08-25 13:28:08,16563597,AVpfm9HsilAPnD_xe7y2,447,2
317568934,2019-08-25 15:13:50,10593710,AVpgshBg1cnluZ0-5JlU,448,2
317568935,2019-08-25 15:52:41,64153907,AVphTO5W1cnluZ0-Aygg,31,2
317568936,2019-08-25 16:22:28,3500799,AVpfm9_AilAPnD_xe8Dd,982,2
317568936,2019-08-25 16:22:28,3500799,AVpfWGrYLJeJML437hk2,1799,4
317568937,2019-08-25 16:31:29,19580290,AVpfuJ4pilAPnD_xhDyM,98,3
317568937,2019-08-25 16:31:29,19580290,AVpffrToLJeJML43-M2g,448,3
317568937,2019-08-25 16:31:29,19580290,AVpfvvEv1cnluZ0-qhEo,184,7
317568938,2019-08-25 18:54:26,16819948,AVz5wcrn-jtxr-f30F69,466,3
317568939,2019-08-25 18:57:35,24041457,AVpgIKYELJeJML43JV9V,211,3
317568939,2019-08-25 18:57:35,24041457,AVpi7IY9ilAPnD_xIvXb,599,1
317568939,2019-08-25 18:57:35,24041457,AVz5wc0H-jtxr-f30F6_,618,4
317568940,2019-08-25 19:18:02,22100013,AVz5wc0H-jtxr-f30F6_,618,3
317568941,2019-08-25 19:21:48,16559537,AVpfMVD-ilAPnD_xW6bu,27,8
317568941,2019-08-25 19:21:48,16559537,AVpi7IY9ilAPnD_xIvXb,599,2
317568941,2019-08-25 19:21:48,16559537,AVpio2wSilAPnD_xGGln,249,2
317568942,2019-08-25 21:30:18,25904053,AVphTO5W1cnluZ0-Aygg,31,3
317568942,2019-08-25 21:30:18,25904053,AVz5wc0H-jtxr-f30F6_,1630,6
317568942,2019-08-25 21:30:18,25904053,AVqVGaEBv8e3D1O-ldFu,618,1
317568943,2019-08-26 00:26:53,14529543,AVphq88q1cnluZ0-FFwx,218,9
317568943,2019-08-26 00:26:53,14529543,AVpffrToLJeJML43-M2g,98,9
317568943,2019-08-26 00:26:53,14529543,AVpfIODe1cnluZ0-eg35,2199,1
317568944,2019-08-26 02:28:06,7543046,AVpf-2hGilAPnD_xlfDv,1246,3
317568945,2019-08-26 02:38:30,26747586,AVphTO5W1cnluZ0-Aygg,31,4
317568945,2019-08-26 02:38:30,26747586,AVqkE0Btnnc1JgDc3j2N,237,2
317568946,2019-08-26 02:47:11,10113042,AVpfIODe1cnluZ0-eg35,218,3
317568947,2019-08-26 02:56:08,46949990,AVphTO5W1cnluZ0-Aygg,218,2
317568947,2019-08-26 02:56:08,46949990,AVpi7IY9ilAPnD_xIvXb,31,3
317568947,2019-08-26 02:56:08,46949990,AVpfIODe1cnluZ0-eg35,599,3
317568948,2019-08-26 03:25:43,15424995,AVpfMVD-ilAPnD_xW6bu,27,3
317568949,2019-08-26 04:52:05,1121573,AVphzZkJ1cnluZ0-Gkcq,713,2
317568949,2019-08-26 04:52:05,1121573,AVpio2wSilAPnD_xGGln,249,2
317568950,2019-08-26 05:36:17,3037810,AVpfvvEv1cnluZ0-qhEo,184,1
317568951,2019-08-26 05:45:23,57719783,AVpfuJ4pilAPnD_xhDyM,448,1
317568952,2019-08-26 06:19:30,14710071,AVz5wc0H-jtxr-f30F6_,618,3
317568952,2019-08-26 06:19:37,14710071,AVz5wc0H-jtxr-f30F6_,618,3
317568952,2019-08-26 06:19:37,14710071,AVpfnp8HLJeJML43AmVi,76,2
317568953,2019-08-26 06:30:19,7543046,AVpgqcjR1cnluZ0-4riR,48,4
317568953,2019-08-26 06:30:19,7543046,AVpfCmFjLJeJML431EzG,583,2
317568954,2019-08-26 06:48:33,782583,AVpjedgc1cnluZ0-W4NI,60,3
317568954,2019-08-26 06:48:33,782583,AVpe7vER1cnluZ0-aJu7,239,1
317568955,2019-08-26 08:19:12,57719783,AVpfCW42ilAPnD_xTj0y,287,3
317568955,2019-08-26 08:19:12,57719783,AVpfvvEv1cnluZ0-qhEo,184,3
317568955,2019-08-26 08:19:12,57719783,AVphTO5W1cnluZ0-Aygg,31,1
317568956,2019-08-26 08:42:42,19452611,AVpffrToLJeJML43-M2g,98,1
317568956,2019-08-26 08:42:42,19452611,AVpjedgc1cnluZ0-W4NI,239,10
317568956,2019-08-26 08:42:54,19452611,AVpffrToLJeJML43-M2g,98,1
317568956,2019-08-26 08:42:54,19452611,AVpjedgc1cnluZ0-W4NI,239,10
317568956,2019-08-26 08:42:54,19452611,AVpio2wSilAPnD_xGGln,249,7
317568957,2019-08-26 08:59:03,7447394,AVpfvvEv1cnluZ0-qhEo,63,2
317568957,2019-08-26 08:59:03,7447394,AVpfm9_AilAPnD_xe8Dd,1799,3
317568957,2019-08-26 08:59:03,7447394,AVpfDLA0ilAPnD_xT0sq,184,2
317568958,2019-08-26 09:02:10,7424477,AVpiBT8VLJeJML43hWwi,248,1
317568959,2019-08-26 09:04:29,22314275,AVqkEzW9U2_QcyX9O0Gr,692,3
317568959,2019-08-26 09:04:29,22314275,AVpjedgc1cnluZ0-W4NI,239,2
317568959,2019-08-26 09:04:29,22314275,AVpfpHOsLJeJML43BBoB,147,1
317568960,2019-08-26 09:04:49,782583,AVpfMVD-ilAPnD_xW6bu,27,6
317568960,2019-08-26 09:04:49,782583,AVph6KT7ilAPnD_x-rMf,485,1
317568961,2019-08-26 09:24:30,3767344,AVpi7IY9ilAPnD_xIvXb,218,1
317568961,2019-08-26 09:24:30,3767344,AVpfIODe1cnluZ0-eg35,599,2
317568961,2019-08-26 09:24:36,3767344,AVpi7IY9ilAPnD_xIvXb,218,1
317568961,2019-08-26 09:24:36,3767344,AVpfIODe1cnluZ0-eg35,599,2
317568961,2019-08-26 09:24:36,3767344,AVpfX03ALJeJML438DC6,1768,6
317568962,2019-08-26 09:59:06,6768808,AVpfMVD-ilAPnD_xW6bu,27,2
317568963,2019-08-26 10:31:46,17796669,AVpfvvEv1cnluZ0-qhEo,48,1
317568963,2019-08-26 10:31:46,17796669,AVpfCmFjLJeJML431EzG,184,6
317568964,2019-08-26 10:41:06,29775616,AVpfCW42ilAPnD_xTj0y,287,3
317568964,2019-08-26 10:41:06,29775616,AVphTO5W1cnluZ0-Aygg,31,3
317568964,2019-08-26 10:41:06,29775616,AVpjedgc1cnluZ0-W4NI,239,3
317568965,2019-08-26 10:43:23,64153907,AVpft3YCilAPnD_xg-CP,200,2
317568966,2019-08-26 10:44:28,12139325,AVpio2wSilAPnD_xGGln,149,1
317568966,2019-08-26 10:44:28,12139325,AVqVGaCCU2_QcyX9Ozcf,249,5
317568966,2019-08-26 10:44:28,12139325,AVpiMIyE1cnluZ0-K0TA,2036,4
317568967,2019-08-26 10:44:29,31375543,AVpfjP9uilAPnD_xdy6-,17,10
317568968,2019-08-26 11:23:01,4952777,AVpfCmFjLJeJML431EzG,287,5
317568968,2019-08-26 11:23:01,4952777,AVpfCW42ilAPnD_xTj0y,48,9
317568968,2019-08-26 11:23:01,4952777,AVqVGHKQnnc1JgDc3jDC,84,3
317568969,2019-08-26 11:54:31,2625083,AVpiGOez1cnluZ0-JzNW,323,7
317568969,2019-08-26 11:54:31,2625083,AVqVGaEBv8e3D1O-ldFu,1630,2
317568970,2019-08-26 12:00:39,1670020,AVpiMIyE1cnluZ0-K0TA,149,1
317568971,2019-08-26 12:21:08,12888526,AVpft3YCilAPnD_xg-CP,27,3
317568971,2019-08-26 12:21:08,12888526,AVpfMVD-ilAPnD_xW6bu,200,2
317568972,2019-08-26 12:43:29,15424995,AVpfCmFjLJeJML431EzG,48,4
317568973,2019-08-26 13:01:47,3169005,AVpio2wSilAPnD_xGGln,249,7
317568974,2019-08-26 13:07:06,13861161,AVpi7IY9ilAPnD_xIvXb,993,1
317568974,2019-08-26 13:07:06,13861161,AVpe6jFBilAPnD_xQxO2,184,1
317568974,2019-08-26 13:07:06,13861161,AVphIbvi1cnluZ0--vFy,599,2
317568975,2019-08-26 14:10:32,16065129,AVqkEzW9U2_QcyX9O0Gr,1799,3
317568975,2019-08-26 14:10:32,16065129,AVpfm9_AilAPnD_xe8Dd,448,8
317568975,2019-08-26 14:10:32,16065129,AVpfuJ4pilAPnD_xhDyM,147,7
317568976,2019-08-26 14:13:01,47334076,AVpiMIyE1cnluZ0-K0TA,149,1
317568977,2019-08-26 14:28:48,4952777,AVpio2wSilAPnD_xGGln,218,3
317568977,2019-08-26 14:28:48,4952777,AVpfuJ4pilAPnD_xhDyM,448,1
317568977,2019-08-26 14:28:48,4952777,AVpfIODe1cnluZ0-eg35,249,1
317568978,2019-08-26 14:41:24,14919571,AVpi7IY9ilAPnD_xIvXb,599,7
317568979,2019-08-26 15:34:37,2312955,AVpiE9hhilAPnD_xAfSU,96,10
317568980,2019-08-26 17:04:13,3649017,AVpjedgc1cnluZ0-W4NI,148,3
317568980,2019-08-26 17:04:13,3649017,AVpfIODe1cnluZ0-eg35,218,3
317568980,2019-08-26 17:04:13,3649017,AVpfHcah1cnluZ0-eQLY,239,1
317568981,2019-08-26 18:17:14,2176964,AVpfCmFjLJeJML431EzG,48,6
317568981,2019-08-26 18:17:14,2176964,AVpfCmFjLJeJML431EzG,2036,3
317568982,2019-08-26 19:04:23,17596135,AVpfIODe1cnluZ0-eg35,218,1
317568983,2019-08-26 19:45:18,5761036,AVphTO5W1cnluZ0-Aygg,1799,2
317568983,2019-08-26 19:45:18,5761036,AVpfm9_AilAPnD_xe8Dd,31,9
317568984,2019-08-26 20:18:55,17796669,AVpg-Wj61cnluZ0-8sZe,293,3
317568984,2019-08-26 20:18:55,17796669,AVpfdBS41cnluZ0-lBIj,58,2
317568985,2019-08-26 20:41:45,28447330,AVpfvvEv1cnluZ0-qhEo,184,1
317568985,2019-08-26 20:41:45,28447330,AVphTO5W1cnluZ0-Aygg,31,3
317568986,2019-08-26 20:56:32,4089420,AVpi7IY9ilAPnD_xIvXb,599,2
317568987,2019-08-26 21:34:58,13861161,AVpf-2hGilAPnD_xlfDv,60,1
317568987,2019-08-26 21:34:58,13861161,AVpe7vER1cnluZ0-aJu7,1246,3
317568988,2019-08-26 21:40:33,4401099,AVpfdBS41cnluZ0-lBIj,293,2
317568988,2019-08-26 21:40:33,4401099,AVpfm9_AilAPnD_xe8Dd,1799,2
317568989,2019-08-26 22:32:11,4497446,AVpfm9_AilAPnD_xe8Dd,1799,1
317568990,2019-08-26 22:59:06,11742937,AVpfX03ALJeJML438DC6,1768,3
317568991,2019-08-26 22:59:30,6528017,AVpfKRGKLJeJML433rPX,169,3
317568992,2019-08-26 23:11:04,57719783,AVpfIODe1cnluZ0-eg35,218,10
317568992,2019-08-26 23:11:04,57719783,AVphTO5W1cnluZ0-Aygg,31,3
317568993,2019-08-26 23:54:33,13812407,AVpfm9_AilAPnD_xe8Dd,1799,1
317568993,2019-08-26 23:54:33,13812407,AVpio2wSilAPnD_xGGln,249,3
317568994,2019-08-27 00:00:35,32374355,AVpfnp8HLJeJML43AmVi,293,2
317568994,2019-08-27 00:00:35,32374355,AVpfdBS41cnluZ0-lBIj,76,9
317568994,2019-08-27 00:00:35,32374355,AVpjedgc1cnluZ0-W4NI,239,3
317568995,2019-08-27 01:10:43,7186361,AVpfCmFjLJeJML431EzG,48,3
317568995,2019-08-27 01:10:43,7186361,AVpfIODe1cnluZ0-eg35,218,3
317568995,2019-08-27 01:10:43,7186361,AVpfm9_AilAPnD_xe8Dd,1799,3
317568996,2019-08-27 01:15:21,6751591,AVpfCmFjLJeJML431EzG,48,3
317568996,2019-08-27 01:15:21,6751591,AVpfMVD-ilAPnD_xW6bu,27,3
317568997,2019-08-27 01:16:45,21532231,AVpfdBS41cnluZ0-lBIj,293,3
317568997,2019-08-27 01:16:45,21532231,AVpfuJ4pilAPnD_xhDyM,448,2
317568997,2019-08-27 01:16:45,21532231,AVphq88q1cnluZ0-FFwx,2199,5
317568998,2019-08-27 03:24:33,21113933,AVpffrToLJeJML43-M2g,98,2
317568999,2019-08-27 03:38:51,24774688,AVpfCW42ilAPnD_xTj0y,287,1
317568999,2019-08-27 03:38:51,24774688,AVpjedgc1cnluZ0-W4NI,239,2
317568999,2019-08-27 03:38:51,24774688,AVqVGHKQnnc1JgDc3jDC,84,1
317569000,2019-08-27 04:03:02,21572022,AVpfdBS41cnluZ0-lBIj,993,1
317569000,2019-08-27 04:03:02,21572022,AVpio2wSilAPnD_xGGln,293,1
317569000,2019-08-27 04:03:02,21572022,AVpe6jFBilAPnD_xQxO2,249,10
317569001,2019-08-27 04:34:40,10393805,AVpfCmFjLJeJML431EzG,48,2
317569001,2019-08-27 04:34:40,10393805,AVpfMVD-ilAPnD_xW6bu,27,2
317569002,2019-08-27 05:09:05,16819948,AVpfpHOsLJeJML43BBoB,48,2
317569002,2019-08-27 05:09:05,16819948,AVpfCmFjLJeJML431EzG,692,3
317569003,2019-08-27 05:14:07,56728047,AVpfvvEv1cnluZ0-qhEo,184,5
317569004,2019-08-27 05:16:40,15837002,AVpgshBg1cnluZ0-5JlU,448,7
317569004,2019-08-27 05:16:40,15837002,AVpjM1qtLJeJML43s0o6,267,3
317569005,2019-08-27 06:10:09,14572320,AVqVGaCCU2_QcyX9Ozcf,27,3
317569005,2019-08-27 06:10:09,14572320,AVpfMVD-ilAPnD_xW6bu,2036,1
317569006,2019-08-27 06:17:46,18297681,AVpe7vER1cnluZ0-aJu7,60,1
317569006,2019-08-27 06:17:46,18297681,AVqkEzW9U2_QcyX9O0Gr,33,2
317569006,2019-08-27 06:17:46,18297681,AVpe_semLJeJML430DAU,147,1
317569007,2019-08-27 06:32:30,13181853,AVpfuJ4pilAPnD_xhDyM,60,1
317569007,2019-08-27 06:32:30,13181853,AVqVGaCCU2_QcyX9Ozcf,448,3
317569007,2019-08-27 06:32:30,13181853,AVpe7vER1cnluZ0-aJu7,2036,7
317569008,2019-08-27 07:01:02,67538382,AVpi7IY9ilAPnD_xIvXb,27,8
317569008,2019-08-27 07:01:02,67538382,AVqVGHKQnnc1JgDc3jDC,599,2
317569008,2019-08-27 07:01:02,67538382,AVpfMVD-ilAPnD_xW6bu,84,8
317569009,2019-08-27 07:02:59,64153907,AVpggL_W1cnluZ0-2Wfp,37,4
317569010,2019-08-27 07:15:02,11982264,AVpi7IY9ilAPnD_xIvXb,599,1
317569011,2019-08-27 07:20:49,18361987,AVpfm9_AilAPnD_xe8Dd,1799,1
317569011,2019-08-27 07:20:49,18361987,AVz5wc0H-jtxr-f30F6_,618,4
317569012,2019-08-27 07:27:34,11754254,AVqVGHKQnnc1JgDc3jDC,692,4
317569012,2019-08-27 07:27:34,11754254,AVpfpHOsLJeJML43BBoB,84,2
317569013,2019-08-27 07:31:48,13181853,AVpe77ZXLJeJML43ysuz,86,2
317569013,2019-08-27 07:31:48,13181853,AVpjedgc1cnluZ0-W4NI,239,3
317569014,2019-08-27 08:07:19,11754254,AVqkEzW9U2_QcyX9O0Gr,147,3
317569015,2019-08-27 08:12:11,18622114,AVpfMVD-ilAPnD_xW6bu,27,3
317569015,2019-08-27 08:12:11,18622114,AVqkEzW9U2_QcyX9O0Gr,147,3
317569016,2019-08-27 08:16:18,16011961,AVpfIODe1cnluZ0-eg35,218,6
317569016,2019-08-27 08:16:18,16011961,AVpfhULY1cnluZ0-mN6h,257,10
317569017,2019-08-27 08:48:45,16208498,AVqkE0Btnnc1JgDc3j2N,448,4
317569017,2019-08-27 08:48:45,16208498,AVpiMIyE1cnluZ0-K0TA,149,1
317569017,2019-08-27 08:48:45,16208498,AVpfuJ4pilAPnD_xhDyM,237,1
317569018,2019-08-27 09:33:30,12999178,AVpfCmFjLJeJML431EzG,158,1
317569018,2019-08-27 09:33:30,12999178,AVpfAhIdLJeJML430Vxn,48,3
317569019,2019-08-27 09:37:50,57719783,AVpiMIyE1cnluZ0-K0TA,1799,2
317569019,2019-08-27 09:37:50,57719783,AVpfm9_AilAPnD_xe8Dd,149,1
317569020,2019-08-27 09:44:41,4385754,AVpe7vER1cnluZ0-aJu7,60,1
317569021,2019-08-27 10:32:57,7543046,AVpfpHOsLJeJML43BBoB,692,8
317569021,2019-08-27 10:32:57,7543046,AVpi7IY9ilAPnD_xIvXb,599,9
317569022,2019-08-27 10:39:55,19476252,AVpgQP5vLJeJML43LQbd,49,8
317569023,2019-08-27 10:43:00,17403262,AVpffrToLJeJML43-M2g,98,1
317569023,2019-08-27 10:43:00,17403262,AVz5wc0H-jtxr-f30F6_,618,2
317569024,2019-08-27 11:01:40,5884653,AVpfIODe1cnluZ0-eg35,218,2
317569024,2019-08-27 11:01:40,5884653,AVpfMVD-ilAPnD_xW6bu,27,2
317569024,2019-08-27 11:01:40,5884653,AVpjedgc1cnluZ0-W4NI,239,3
317569025,2019-08-27 11:30:48,4952777,AVpfIODe1cnluZ0-eg35,218,2
317569025,2019-08-27 11:30:48,4952777,AVpiMIyE1cnluZ0-K0TA,184,3
317569025,2019-08-27 11:30:48,4952777,AVpfvvEv1cnluZ0-qhEo,149,3
317569026,2019-08-27 12:05:23,18388295,AVpiHEE31cnluZ0-J8jJ,293,1
317569026,2019-08-27 12:05:23,18388295,AVpfdBS41cnluZ0-lBIj,448,3
317569026,2019-08-27 12:05:23,18388295,AVpfuJ4pilAPnD_xhDyM,133,5
317569027,2019-08-27 12:07:38,11568827,AVpfCmFjLJeJML431EzG,48,3
317569027,2019-08-27 12:07:38,11568827,AVpfKEAuilAPnD_xWKpK,144,2
317569027,2019-08-27 12:07:38,11568827,AVpfm9_AilAPnD_xe8Dd,1799,1
317569028,2019-08-27 12:25:23,3037810,AVpfIODe1cnluZ0-eg35,218,1
317569029,2019-08-27 13:44:14,17796669,AVqVGHKQnnc1JgDc3jDC,1799,3
317569029,2019-08-27 13:44:14,17796669,AVqVGaCCU2_QcyX9Ozcf,84,2
317569029,2019-08-27 13:44:14,17796669,AVpfm9_AilAPnD_xe8Dd,2036,1
317569030,2019-08-27 13:47:38,13834801,AVpi7IY9ilAPnD_xIvXb,146,2
317569030,2019-08-27 13:47:38,13834801,AVpfMVD-ilAPnD_xW6bu,27,3
317569030,2019-08-27 13:47:38,13834801,AVpe6-C2LJeJML43yWf1,599,6
317569031,2019-08-27 13:48:20,9898536,AVpio2wSilAPnD_xGGln,27,8
317569031,2019-08-27 13:48:20,9898536,AVpfMVD-ilAPnD_xW6bu,293,3
317569031,2019-08-27 13:48:20,9898536,AVpfdBS41cnluZ0-lBIj,249,3
317569032,2019-08-27 13:57:49,12999178,AVpfdBS41cnluZ0-lBIj,48,2
317569032,2019-08-27 13:57:49,12999178,AVpfCmFjLJeJML431EzG,293,1
317569033,2019-08-27 14:06:19,22201236,AVpfvvEv1cnluZ0-qhEo,293,2
317569033,2019-08-27 14:06:19,22201236,AVpfdBS41cnluZ0-lBIj,184,2
317569034,2019-08-27 15:12:44,5956436,AVpiBT8VLJeJML43hWwi,1768,2
317569034,2019-08-27 15:12:44,5956436,AVpfX03ALJeJML438DC6,248,1
317569035,2019-08-27 15:39:54,25948998,AVpfCW42ilAPnD_xTj0y,287,7
317569035,2019-08-27 15:39:54,25948998,AVpfmlwTLJeJML43ARpr,98,2
317569035,2019-08-27 15:39:54,25948998,AVpffrToLJeJML43-M2g,413,7
317569036,2019-08-27 15:50:08,19260359,AVz5wc0H-jtxr-f30F6_,618,3
317569037,2019-08-27 16:04:20,7543046,AVpge6k2LJeJML43OhAl,102,1
317569037,2019-08-27 16:04:20,7543046,AVpio2wSilAPnD_xGGln,249,3
317569038,2019-08-27 16:49:48,18558459,AVpgqcjR1cnluZ0-4riR,218,3
317569038,2019-08-27 16:49:48,18558459,AVpfIODe1cnluZ0-eg35,583,3
317569039,2019-08-27 16:53:45,29649351,AVpfuJ4pilAPnD_xhDyM,448,3
317569039,2019-08-27 16:53:45,29649351,AVqkEzW9U2_QcyX9O0Gr,2036,2
317569039,2019-08-27 16:53:45,29649351,AVqVGaCCU2_QcyX9Ozcf,147,9
317569040,2019-08-27 17:17:12,782583,AVpe_semLJeJML430DAU,33,1
317569040,2019-08-27 17:17:12,782583,AVpfvvEv1cnluZ0-qhEo,293,8
317569040,2019-08-27 17:17:12,782583,AVpfdBS41cnluZ0-lBIj,184,1
317569041,2019-08-27 17:29:35,17796669,AVphTO5W1cnluZ0-Aygg,31,1
317569041,2019-08-27 17:29:35,17796669,AVpiMIyE1cnluZ0-K0TA,149,3
317569042,2019-08-27 17:30:14,29607844,AVqkEzW9U2_QcyX9O0Gr,184,10
317569042,2019-08-27 17:30:14,29607844,AVpfvvEv1cnluZ0-qhEo,149,4
317569042,2019-08-27 17:30:14,29607844,AVpiMIyE1cnluZ0-K0TA,147,2
317569043,2019-08-27 17:44:44,5396474,AVpe7vER1cnluZ0-aJu7,60,2
317569043,2019-08-27 17:44:44,5396474,AVqVGaCCU2_QcyX9Ozcf,2036,7
317569044,2019-08-27 18:49:15,10530159,AVpfuJ4pilAPnD_xhDyM,448,2
317569044,2019-08-27 18:49:15,10530159,AVqVGHKQnnc1JgDc3jDC,84,2
317569045,2019-08-27 18:53:53,28447330,AVpg59zyilAPnD_xyv3y,165,5
317569046,2019-08-27 18:59:22,29743814,AVpfvvEv1cnluZ0-qhEo,184,1
317569046,2019-08-27 18:59:22,29743814,AVphTO5W1cnluZ0-Aygg,31,2
317569047,2019-08-27 20:00:45,32397755,AVpfCW42ilAPnD_xTj0y,287,6
317569047,2019-08-27 20:00:45,32397755,AVpfZaCp1cnluZ0-kDV9,2356,2
317569048,2019-08-27 20:02:41,10059523,AVpi7IY9ilAPnD_xIvXb,184,3
317569048,2019-08-27 20:02:41,10059523,AVpfvvEv1cnluZ0-qhEo,599,1
317569049,2019-08-27 20:03:30,4497446,AVpiJoY0LJeJML43iz5-,31,1
317569049,2019-08-27 20:03:30,4497446,AVpiBT8VLJeJML43hWwi,248,2
317569049,2019-08-27 20:03:30,4497446,AVphTO5W1cnluZ0-Aygg,63,1
317569050,2019-08-27 20:36:35,13167729,AVpfm9_AilAPnD_xe8Dd,1799,8
317569051,2019-08-27 21:17:22,21216016,AVpfX03ALJeJML438DC6,1768,3
317569052,2019-08-27 21:34:49,19580290,AVphTO5W1cnluZ0-Aygg,31,3
317569053,2019-08-27 21:51:41,18558459,AVpfvvEv1cnluZ0-qhEo,184,9
317569053,2019-08-27 21:51:41,18558459,AVphTO5W1cnluZ0-Aygg,266,4
317569053,2019-08-27 21:51:41,18558459,AVpgUl_U1cnluZ0-z3Gz,31,7
317569054,2019-08-27 22:39:12,6776028,AVpfm9_AilAPnD_xe8Dd,1799,2
317569054,2019-08-27 22:39:12,6776028,AVpjedgc1cnluZ0-W4NI,485,2
317569054,2019-08-27 22:39:12,6776028,AVph6KT7ilAPnD_x-rMf,239,10
317569055,2019-08-27 22:40:28,11776908,AVpfMVD-ilAPnD_xW6bu,27,3
317569056,2019-08-27 23:06:28,5255858,AVphTO5W1cnluZ0-Aygg,31,8
317569056,2019-08-27 23:06:28,5255858,AVpio2wSilAPnD_xGGln,249,3
317569056,2019-08-27 23:06:28,5255858,AVqVGHKQnnc1JgDc3jDC,84,3
317569057,2019-08-27 23:11:21,46949990,AVpfCmFjLJeJML431EzG,48,2
317569058,2019-08-27 23:24:32,17918959,AVphTO5W1cnluZ0-Aygg,200,3
317569058,2019-08-27 23:24:32,17918959,AVpft3YCilAPnD_xg-CP,31,2
317569059,2019-08-27 23:43:48,153992,AVpiMIyE1cnluZ0-K0TA,447,1
317569059,2019-08-27 23:43:48,153992,AVpfm9HsilAPnD_xe7y2,149,3
317569060,2019-08-28 00:19:07,11137864,AVpf-2hGilAPnD_xlfDv,1246,3
317569061,2019-08-28 00:37:58,19848891,AVpe7vER1cnluZ0-aJu7,60,1
317569061,2019-08-28 00:37:58,19848891,AVpgshBg1cnluZ0-5JlU,49,1
317569061,2019-08-28 00:37:58,19848891,AVpgQP5vLJeJML43LQbd,448,3
317569062,2019-08-28 01:13:14,64153907,AVpio2wSilAPnD_xGGln,510,1
317569062,2019-08-28 01:13:14,64153907,AVpiMIyE1cnluZ0-K0TA,149,6
317569062,2019-08-28 01:13:14,64153907,AVph8AfNLJeJML43gfng,249,3
317569063,2019-08-28 01:54:59,11935034,AVpg59zyilAPnD_xyv3y,200,2
317569063,2019-08-28 01:54:59,11935034,AVpi7IY9ilAPnD_xIvXb,165,2
317569063,2019-08-28 01:54:59,11935034,AVpft3YCilAPnD_xg-CP,599,1
317569064,2019-08-28 02:16:27,14939501,AVqVGHKQnnc1JgDc3jDC,211,2
317569064,2019-08-28 02:16:27,14939501,AVpi7IY9ilAPnD_xIvXb,599,1
317569064,2019-08-28 02:16:27,14939501,AVpgIKYELJeJML43JV9V,84,6
317569065,2019-08-28 02:27:02,4497446,AVpfCmFjLJeJML431EzG,48,1
317569065,2019-08-28 02:27:02,4497446,AVqVGHKQnnc1JgDc3jDC,84,3
317569066,2019-08-28 02:27:57,16995374,AVpfm9_AilAPnD_xe8Dd,60,6
317569066,2019-08-28 02:27:57,16995374,AVpe7vER1cnluZ0-aJu7,1799,1
317569066,2019-08-28 02:27:57,16995374,AVpi7IY9ilAPnD_xIvXb,599,3
317569067,2019-08-28 04:56:30,11628665,AVphTO5W1cnluZ0-Aygg,58,3
317569067,2019-08-28 04:56:30,11628665,AVpg-Wj61cnluZ0-8sZe,31,2
317569068,2019-08-28 06:01:59,3208853,AVph8AfNLJeJML43gfng,98,1
317569068,2019-08-28 06:01:59,3208853,AVpi7IY9ilAPnD_xIvXb,510,10
317569068,2019-08-28 06:01:59,3208853,AVpffrToLJeJML43-M2g,599,3
317569069,2019-08-28 06:39:11,489075,AVpjedgc1cnluZ0-W4NI,239,8
317569069,2019-08-28 06:39:11,489075,AVqVGaCCU2_QcyX9Ozcf,2036,1
317569070,2019-08-28 06:41:17,31375543,AVpe_9aLilAPnD_xStSC,95,3
317569070,2019-08-28 06:41:17,31375543,AVpfYKih1cnluZ0-jsHP,122,1
317569071,2019-08-28 06:42:19,19452611,AVpfCmFjLJeJML431EzG,48,3
317569071,2019-08-28 06:42:19,19452611,AVpfuJ4pilAPnD_xhDyM,448,3
317569072,2019-08-28 07:05:21,4952777,AVpio2wSilAPnD_xGGln,48,1
317569072,2019-08-28 07:05:21,4952777,AVpffrToLJeJML43-M2g,98,3
317569072,2019-08-28 07:05:21,4952777,AVpfCmFjLJeJML431EzG,249,5
317569073,2019-08-28 07:05:29,34127076,AVpfCW42ilAPnD_xTj0y,287,1
317569074,2019-08-28 07:11:54,24618513,AVpiHEE31cnluZ0-J8jJ,133,1
317569075,2019-08-28 07:40:06,20145897,AVpfdBS41cnluZ0-lBIj,293,10
317569076,2019-08-28 07:43:44,14554587,AVpggL_W1cnluZ0-2Wfp,218,3
317569076,2019-08-28 07:43:44,14554587,AVpfIODe1cnluZ0-eg35,37,7
317569077,2019-08-28 07:44:57,22024117,AVqkEzW9U2_QcyX9O0Gr,218,1
